IFDM
Sigla;Código;Município;2006;2007;2008;2009;2010;
BA;2933158;Várzea Nova;0,437057765;0,478392578;0,50141284;0,504700706;0,5043952766;
BA;2933174;Varzedo;0,413713042;0,444061613;0,483797213;0,466584908;0,5121826126;
BA;2933208;Vera Cruz;0,530857812;0,519398361;0,514488888;0,535418218;0,5792356868;
BA;2933257;Vereda;0,442568217;0,474488211;0,454453305;0,524129291;0,529704536;
BA;2933307;Vitória da Conquista;0,664533451;0,686487391;0,662272208;0,666680076;0,686662495;
BA;2933406;Wagner;0,453078724;0,467935582;0,494162031;0,481754918;0,5329653861;
BA;2933455;Wanderley;0,437830243;0,443306532;0,474148481;0,558419501;0,5244797577;
BA;2933505;Wenceslau Guimarães;0,406642526;0,405927886;0,443318567;0,43572948;0,467689377;
BA;2933604;Xique-Xique;0,442429747;0,446985968;0,469734016;0,57362655;0,4970709188;
BA;2999919;Trancoso;;;;;;
BA;2999929;Barcellos;;;;;;
BA;2999939;Olivença;;;;;;
BA;2999949;Villa Verde;;;;;;
CE;2300101;Abaiara;0,592256946;0,569142132;0,574046243;0,618707216;0,6185972054;
CE;2300150;Acarapé;0,564196685;0,575659821;0,584365897;0,628885399;0,6124229664;
CE;2300200;Acaraú;0,535709503;0,558059459;0,585818565;0,610824897;0,6148278262;
CE;2300309;Acopiara;0,519412817;0,570273885;0,575673145;0,605937719;0,6296251159;
CE;2300408;Aiuaba;0,459433853;0,497664601;0,517969635;0,55389166;0,5720830332;
CE;2300507;Alcântaras;0,51033084;0,554126864;0,577390326;0,616418177;0,6185198606;
CE;2300606;Altaneira;0,528487889;0,546365993;0,608509633;0,60827795;0,6062899516;
CE;2300705;Alto Santo;0,498227642;0,543852792;0,605013693;0,610280923;0,6123235861;
CE;2300754;Amontada;0,526779728;0,564551604;0,590313212;0,61149125;0,6369369219;
CE;2300804;Antonina do Norte;0,494741048;0,504584392;0,547945117;0,56242607;0,5881589991;
CE;2300903;Apuiarés;0,565447849;0,607468682;0,619493893;0,62250297;0,5878016032;
CE;2301000;Aquiraz;0,607093681;0,670493132;0,671441871;0,719315648;0,699183235;
CE;2301109;Aracati;0,61717205;0,620315832;0,68734978;0,683452696;0,6709349986;
CE;2301208;Aracoiaba;0,603032455;0,572052145;0,607513686;0,615769402;0,6174098376;
CE;2301257;Ararendá;0,517770295;0,568722408;0,576738075;0,591740514;0,5830631722;
CE;2301307;Araripe;0,527385597;0,565984441;0,59130702;0,588375896;0,6563821027;
CE;2301406;Aratuba;0,55728056;0,527844634;0,574764257;0,553850547;0,6263526827;
CE;2301505;Arneiroz;0,497810048;0,48802129;0,532018678;0,533087333;0,5573831402;
CE;2301604;Assaré;0,458013113;0,515083885;0,517005497;0,555118208;0,6191269797;
CE;2301703;Aurora;0,540584836;0,53941816;0,543506674;0,563177809;0,6111365241;
CE;2301802;Baixio;0,523688383;0,561245706;0,592143115;0,587016274;0,5634236899;
CE;2301851;Banabuiú;0,528436705;0,580419248;0,602586287;0,601173042;0,6201324627;
CE;2301901;Barbalha;0,61131353;0,640114396;0,646868403;0,682681915;0,7206421194;
CE;2301950;Barreira;0,520785498;0,564200414;0,602760628;0,612912739;0,6128822084;
CE;2302008;Barro;0,491496546;0,542439789;0,566110163;0,595337805;0,6201535052;
CE;2302057;Barroquinha;0,514815694;0,54681404;0,50881265;0,619520712;0,6262419132;
CE;2302107;Baturité;0,608967524;0,614648755;0,82696869;0,579673588;0,6367609915;
CE;2302206;Beberibe;0,543539401;0,593387273;0,808640558;0,634712282;0,638804042;
CE;2302305;Bela Cruz;0,567741281;0,589199635;0,597661398;0,617498018;0,6116783069;
CE;2302404;Boa Viagem;0,463352503;0,521885043;0,632512249;0,547950814;0,5728650626;
CE;2302503;Brejo Santo;0,580833801;0,591336114;0,412663081;0,619421801;0,6763335473;
CE;2302602;Camocim;0,5550495;0,57976737;0,517023733;0,598265146;0,6311587633;
CE;2302701;Campos Sales;0,50055628;0,55432694;0,758002876;0,600718207;0,5927100768;
CE;2302800;Canindé;0,542572503;0,566232561;0,548825387;0,613382373;0,6185653268;
CE;2302909;Capistrano;0,531271642;0,56802487;0,536536989;0,60404216;0,6046105011;
CE;2303006;Caridade;0,53916301;0,550003547;0,777201434;0,551612345;0,5736583311;
CE;2303105;Cariré;0,508552497;0,489593058;0,545408259;0,519378575;0,5973361747;
CE;2303204;Caririaçu;0,504255389;0,519062231;0,641305569;0,572867018;0,6274015445;
CE;2303303;Cariús;0,514147634;0,547466183;0,562547716;0,578935734;0,5659708662;
CE;2303402;Carnaubal;0,556716066;0,592846015;0,538097792;0,616592629;0,6435661397;
CE;2303501;Cascavel;0,553387714;0,560155089;0,809202128;0,61509868;0,5975220944;
CE;2303600;Catarina;0,523502967;0,570150878;0,675282971;0,62467773;0,6501397784;
CE;2303659;Catunda;0,554494324;0,598906587;0,498112898;0,644362339;0,6543522214;
CE;2303709;Caucaia;0,692215585;0,6175823;0,573812511;0,673175626;0,7193277181;
CE;2303808;Cedro;0,534207305;0,563520993;0,422481862;0,633700828;0,5717361058;
CE;2303907;Chaval;0,491572984;0,50925325;0,615554301;0,514934937;0,5056989997;
CE;2303931;Choró;0,501595803;0,531491811;0,761962002;0,559018068;0,5607603242;
CE;2303956;Chorozinho;0,524689281;0,534180166;0,542688853;0,56909578;0,6041222124;
CE;2304004;Coreaú;0,51322116;0,590147609;0,595059174;0,634633081;0,6448024393;
CE;2304103;Crateús;0,592463952;0,608444872;0,498569159;0,617783819;0,6442646161;
CE;2304202;Crato;0,53231663;0,574452528;0,611012755;0,689011215;0,6352231004;
CE;2304236;Croatá;0,589618252;0,613787761;0,525711486;0,605807264;0,5793842539;
CE;2304251;Cruz;0,577489579;0,630349333;0,612773173;0,654939887;0,6433868359;
CE;2304269;Deputado Irapuan Pinheiro;0,542165411;0,57337777;0,605871282;0,596328878;0,6125578586;
CE;2304277;Ererê;0,490456378;0,527253373;0,790314387;0,548545932;0,5561859725;
CE;2304285;Eusébio;0,718668707;0,739067331;0,603414764;0,819487137;0,8314765753;
CE;2304301;Farias Brito;0,563140152;0,586839916;0,583586275;0,626783297;0,6357950018;
CE;2304350;Forquilha;0,591373112;0,544334685;0,626901869;0,635389801;0,5819270105;
CE;2304400;Fortaleza;0,742846018;0,739794409;0,731246641;0,784091547;0,7880036476;
CE;2304459;Fortim;0,625174396;0,640473565;0,73751801;0,641272756;0,6346363748;
CE;2304509;Frecheirinha;0,509517887;0,542721056;0,827586061;0,616188926;0,670977571;
CE;2304608;General Sampaio;0,56039283;0,588366611;0,778568888;0,604325768;0,6331132693;
CE;2304657;Graça;0,561764084;0,562153199;0,566541781;0,587723995;0,6502376358;
CE;2304707;Granja;0,474830024;0,456306102;0,483221725;0,537343355;0,5393651184;
CE;2304806;Granjeiro;0,485552849;0,529224562;0,521004246;0,544323071;0,4970850298;
CE;2304905;Groaíras;0,527587949;0,58623972;0,61692518;0,649238907;0,677541984;
CE;2304954;Guaiúba;0,551871798;0,579151666;0,601769508;0,641183547;0,6535557778;
CE;2305001;Guaraciaba do Norte;0,509516656;0,591358789;0,591545519;0,544659192;0,6033392894;
CE;2305100;Guaramiranga;0,56735996;0,620109474;0,661826197;0,631382027;0,6736143514;
CE;2305209;Hidrolândia;0,519826548;0,573627558;0,533133902;0,596685122;0,6248549649;
CE;2305233;Horizonte;0,634205862;0,664679634;0,697277961;0,713691287;0,7412632029;
CE;2305266;Ibaretama;0,477010456;0,519863851;0,48513411;0,52615919;0,5135386875;
CE;2305308;Ibiapina;0,557210203;0,587517975;0,63681718;0,583767441;0,6212236692;
CE;2305332;Ibicuitinga;0,515239936;0,58261571;0,514086482;0,555577956;0,5659948491;
CE;2305357;Icapuí;0,64752192;0,624640653;0,649639934;0,626201293;0,617012025;
CE;2305407;Icó;0,510735619;0,517265259;0,56523567;0,601589794;0,5897499869;
CE;2305506;Iguatu;0,621702329;0,654209093;0,667072789;0,692493475;0,7168036972;
CE;2305605;Independência;0,497204616;0,570476333;0,73688917;0,609252975;0,6155344711;
CE;2305654;Ipaporanga;0,435762621;0,494834169;0,536727747;0,598430698;0,5981458443;
CE;2305704;Ipaumirim;0,523304968;0,528483857;0,810988013;0,53382772;0,553314105;
CE;2305803;Ipu;0,508379812;0,588596569;0,645048571;0,626343122;0,6342824127;
CE;2305902;Ipueiras;0,455104586;0,500629597;0,554452244;0,529563483;0,56351882;
CE;2306009;Iracema;0,562547088;0,595156468;0,598365413;0,668002353;0,6782871446;
CE;2306108;Irauçuba;0,532139731;0,528368132;0,621787323;0,634485929;0,6328848208;
CE;2306207;Itaiçaba;0,645609956;0,60590157;0,497465443;0,670548962;0,7020952032;
CE;2306256;Itaitinga;0,593549832;0,599911485;0,705661663;0,63205184;0,6476270462;
CE;2306306;Itapagé;0,577535981;0,633719167;0,562187538;0,578186163;0,6028840155;
CE;2306405;Itapipoca;0,557155128;0,568339689;0,617142707;0,632301841;0,648953403;
CE;2306504;Itapiúna;0,507735722;0,514027331;0,573360654;0,589967286;0,5989638231;
CE;2306553;Itarema;0,633485194;0,611419258;0,658973251;0,641495678;0,6829017515;
CE;2306603;Itatira;0,529599588;0,547254373;0,578699113;0,578565658;0,5859654931;
CE;2306702;Jaguaretama;0,577883725;0,613026634;0,639008714;0,642839789;0,6280229588;
CE;2306801;Jaguaribara;0,505691153;0,566132457;0,62109959;0,622578193;0,6516584696;
CE;2306900;Jaguaribe;0,544012408;0,573107238;0,601073591;0,643090356;0,6712891002;
CE;2307007;Jaguaruana;0,562643815;0,555566138;0,606451785;0,601889564;0,6178046344;
CE;2307106;Jardim;0,532255877;0,54676959;0,538033695;0,583388374;0,5881617489;
CE;2307205;Jati;0,562564431;0,59632107;0,568079391;0,600319447;0,5905450735;
CE;2307254;Jijoca de Jericoacoara;0,609275777;0,583357571;0,624752088;0,654786849;0,6921190458;
CE;2307304;Juazeiro do Norte;0,698273437;0,712926726;0,709700274;0,748141759;0,7441660523;
CE;2307403;Jucás;0,528235294;0,562077818;0,582211781;0,619587379;0,6408868819;
CE;2307502;Lavras da Mangabeira;0,53015133;0,558038813;0,555596656;0,57126235;0,5960597566;
CE;2307601;Limoeiro do Norte;0,619892687;0,664726566;0,656196105;0,630766523;0,6667325602;
CE;2307635;Madalena;0,516543684;0,542716886;0,571428447;0,614476502;0,6695883045;
CE;2307650;Maracanaú;0,703149253;0,730332305;0,730068394;0,778132201;0,7895014866;
CE;2307700;Maranguape;0,551478205;0,66252788;0,628667087;0,655221253;0,704429536;
CE;2307809;Marco;0,524101674;0,610378826;0,602733549;0,640341801;0,6528356889;
CE;2307908;Martinópole;0,43267512;0,450377166;0,5124262;0,485029136;0,5082045885;
CE;2308005;Massapê;0,595742519;0,574221778;0,623144384;0,600954493;0,5663140383;
CE;2308104;Mauriti;0,507403131;0,529485338;0,548661465;0,613053357;0,6016183688;
CE;2308203;Meruoca;0,569878544;0,522788739;0,578857592;0,595317021;0,5984503614;
CE;2308302;Milagres;0,605785184;0,605237692;0,621671093;0,636835963;0,6458988842;
CE;2308351;Milhã;0,583885289;0,591888749;0,605512456;0,605769973;0,6247572208;
CE;2308377;Miraíma;0,479970212;0,473865219;0,48701916;0,56075207;0,5752631368;
CE;2308401;Missão Velha;0,594156381;0,611733982;0,673634567;0,682880556;0,5854477544;
CE;2308500;Mombaça;0,450427333;0,524724279;0,50903362;0,521206822;0,5393247232;
CE;2308609;Monsenhor Tabosa;0,50869551;0,532717627;0,513206778;0,554931324;0,5758595917;
CE;2308708;Morada Nova;0,511453628;0,688323903;0,598021987;0,626571939;0,5958908659;
CE;2308807;Moraújo;0,537292178;0,56402637;0,577891749;0,548214749;0,5889653695;
CE;2308906;Morrinhos;0,48008857;0,509587267;0,533868261;0,559451657;0,5610998872;
CE;2309003;Mucambo;0,535401447;0,564419099;0,582189054;0,602647589;0,6245536147;
CE;2309102;Mulungu;0,543522896;0,544088292;0,563377924;0,609010328;0,6390802428;
CE;2309201;Nova Olinda;0,484651326;0,514457204;0,496821709;0,5905429;0,5925399947;
CE;2309300;Nova Russas;0,565496231;0,611447526;0,660893369;0,640365728;0,6537545866;
CE;2309409;Novo Oriente;0,593695785;0,545333048;0,633458149;0,681849562;0,6971831116;
CE;2309458;Ocara;0,601878207;0,627361327;0,602190612;0,637376303;0,6211189331;
CE;2309508;Orós;0,543339835;0,59405564;0,628411844;0,648124323;0,6599545176;
CE;2309607;Pacajus;0,534654245;0,551604308;0,601438339;0,708159478;0,6364832866;
CE;2309706;Pacatuba;0,600762059;0,65276125;0,666184912;0,629247112;0,5965563937;
CE;2309805;Pacoti;0,603584549;0,618874741;0,614870293;0,636791982;0,6114137107;
CE;2309904;Pacujá;0,54417603;0,547706879;0,577909664;0,575823811;0,6056630056;
CE;2310001;Palhano;0,527411729;0,556849528;0,554720929;0,589296102;0,6063993532;
CE;2310100;Palmácia;0,515541747;0,53215073;0,550407335;0,58393211;0,5963470368;
CE;2310209;Paracuru;0,686267393;0,704350414;0,713772568;0,719989473;0,7105124326;
CE;2310258;Paraipaba;0,610947088;0,602896836;0,671562813;0,677910305;0,7014286064;
CE;2310298;Cococi;;;;;;
CE;2310308;Parambu;0,432340823;0,507940227;0,478544757;0,524840924;0,5527333871;
CE;2310407;Paramoti;0,503024165;0,539248838;0,540585645;0,587070335;0,5875672867;
CE;2310506;Pedra Branca;0,551665256;0,572303621;0,557139933;0,634891515;0,6368582761;
CE;2310605;Penaforte;0,542527196;0,567573696;0,596272713;0,606306345;0,6076186532;
CE;2310704;Pentecoste;0,576982195;0,548465509;0,628231778;0,593435056;0,6191813792;
CE;2310803;Pereiro;0,558474277;0,582514233;0,612068196;0,6694158;0,6775730826;
CE;2310852;Pindoretama;0,564917706;0,601325326;0,573211279;0,629613243;0,6156767809;
CE;2310902;Piquet Carneiro;0,522371282;0,549246671;0,57536037;0,594913167;0,6001690432;
CE;2310951;Pires Ferreira;0,527526694;0,57111037;0,582815821;0,603836517;0,577655404;
CE;2311009;Poranga;0,45802077;0,479516191;0,564430801;0,575761645;0,5925501586;
CE;2311108;Porteiras;0,606750895;0,604090367;0,623321163;0,582748084;0,6044915705;
CE;2311207;Potengi;0,426272565;0,489934031;0,506162407;0,561092062;0,5716776598;
CE;2311231;Potiretama;0,474094097;0,523899425;0,526892885;0,579419694;0,5695248194;
CE;2311264;Quiterianópolis;0,429077009;0,497469429;0,484030751;0,545595;0,5518921103;
CE;2311306;Quixadá;0,620353544;0,659668858;0,639518062;0,641901804;0,6891359813;
CE;2311355;Quixelô;0,550766123;0,585599831;0,568641647;0,601949953;0,635467741;
CE;2311405;Quixeramobim;0,581566707;0,607099373;0,566034957;0,593039244;0,6228295306;
CE;2311504;Quixeré;0,559637225;0,56872531;0,573778195;0,603606217;0,6158466309;
CE;2311603;Redenção;0,544350238;0,566639663;0,624454263;0,640174662;0,6345301508;
CE;2311702;Reriutaba;0,534828185;0,551977592;0,586704329;0,579415232;0,549133828;
CE;2311801;Russas;0,643602858;0,692260748;0,729754037;0,671752535;0,7325436549;
CE;2311900;Saboeiro;0,434791531;0,47632708;0,47108702;0,540573399;0,5351922509;
CE;2311959;Salitre;0,424930493;0,470899555;0,466634982;0,518878646;0,552215212;
CE;2312007;Santana do Acaraú;0,540897975;0,541768546;0,584746755;0,61541494;0,5777438359;
CE;2312106;Santana do Cariri;0,526928912;0,535581539;0,553519913;0,578612356;0,5873235621;
CE;2312205;Santa Quitéria;0,501351656;0,57066312;0,62105384;0,622320564;0,6430702008;
CE;2312304;São Benedito;0,560744117;0,600196917;0,620941521;0,59339289;0,6257604129;
CE;2312403;São Gonçalo do Amarante;0,675910479;0,724328268;0,688580329;0,678863382;0,8054888481;
CE;2312502;São João do Jaguaribe;0,530214147;0,557821142;0,557966669;0,610124331;0,5700833483;
CE;2312601;São Luís do Curu;0,562563899;0,603007541;0,600404654;0,647336549;0,6041878063;
CE;2312700;Senador Pompeu;0,566966187;0,56949398;0,586069545;0,61530962;0,6556448948;
CE;2312809;Senador Sá;0,52636305;0,48047522;0,522942247;0,569732413;0,5818377783;
CE;2312908;Sobral;0,709540499;0,748739144;0,712195588;0,788088109;0,7404416516;
CE;2313005;Solonópole;0,580971325;0,589292209;0,604355868;0,641725422;0,6166595319;
CE;2313104;Tabuleiro do Norte;0,555194974;0,561344791;0,594083044;0,646650016;0,6719061281;
CE;2313203;Tamboril;0,477370345;0,538534385;0,524391075;0,594201152;0,57196438;
CE;2313252;Tarrafas;0,441735137;0,470895625;0,442846907;0,449126746;0,5418478392;
CE;2313302;Tauá;0,541507114;0,592156585;0,57398873;0,65332313;0,6244760415;
CE;2313351;Tejuçuoca;0,511354659;0,562594065;0,576086367;0,605237871;0,5615476482;
CE;2313401;Tianguá;0,583570821;0,562755492;0,627516036;0,642703952;0,6767163345;
CE;2313500;Trairi;0,551992857;0,574435389;0,569034031;0,617072044;0,6376800598;
CE;2313559;Tururu;0,529388528;0,564703145;0,549841546;0,576158154;0,5898035803;
CE;2313609;Ubajara;0,569182712;0,628634253;0,649056671;0,638629413;0,6397894836;
CE;2313708;Umari;0,442566046;0,460792926;0,483523674;0,531316144;0,5690101618;
CE;2313757;Umirim;0,553939689;0,589533544;0,584998021;0,575939382;0,6242163401;
CE;2313807;Uruburetama;0,481447647;0,547051482;0,541390531;0,60719424;0,6004717388;
CE;2313906;Uruoca;0,480682712;0,55547501;0,591354937;0,610386973;0,6312562689;
CE;2313955;Varjota;0,545140331;0,558433928;0,583156643;0,597956255;0,6072310247;
CE;2314003;Várzea Alegre;0,477610306;0,535229975;0,56399175;0,596452085;0,6191548816;
CE;2314102;Viçosa do Ceará;0,556711554;0,58444602;0,586520161;0,592274072;0,5763127379;
CE;2399919;Entre Rios;;;;;;
CE;2399929;Mecejana;;;;;;
CE;2399939;Vertentes;;;;;;
DF;5300108;Brasília;0,820341016;0,815501067;;;;
ES;3200102;Afonso Cláudio;0,615356993;0,685717854;0,634884107;0,688560158;0,6943268851;
ES;3200136;Águia Branca;0,693891836;0,691901903;0,691211144;0,665279115;0,6737761576;
ES;3200169;Água Doce do Norte;0,612060849;0,629660462;0,635467379;0,663175839;0,6781026084;
ES;3200201;Alegre;0,694337306;0,758343691;0,717815306;0,706711051;0,7629217689;
ES;3200300;Alfredo Chaves;0,68741154;0,725148508;0,735192283;0,767105748;0,7755515652;
ES;3200359;Alto Rio Novo;0,635898328;0,647184271;0,642831241;0,665533665;0,6516596401;
ES;3200409;Anchieta;0,780044639;0,785364423;0,843022625;0,860282329;0,8088231671;
ES;3200508;Apiacá;0,644395295;0,579990313;0,638126052;0,665775381;0,6754739033;
ES;3200607;Aracruz;0,86006428;0,833805471;0,80688828;0,851975478;0,8939205827;
ES;3200706;Atilio Vivacqua;0,662692624;0,619951217;0,621258305;0,672181458;0,6861751892;
ES;3200805;Baixo Guandu;0,624706364;0,680962559;0,633527191;0,672763337;0,6921034161;
ES;3200904;Barra de São Francisco;0,665744312;0,687623059;0,632992228;0,652390855;0,7035885502;
ES;3201001;Boa Esperança;0,599093015;0,605029993;0,645969038;0,660670988;0,6905942036;
ES;3201100;Bom Jesus do Norte;0,602292889;0,59879561;0,708465245;0,661071324;0,6907485714;
ES;3201159;Brejetuba;0,666561111;0,647156217;0,50770121;0,650690581;0,7007531938;
ES;3201209;Cachoeiro de Itapemirim;0,787840747;0,731839989;0,469897759;0,744542216;0,7873665001;
ES;3201308;Cariacica;0,75703838;0,776426363;0,48059081;0,783986343;0,8010350647;
ES;3201407;Castelo;0,726649407;0,708106148;0,642560421;0,746973391;0,7717850405;
ES;3201506;Colatina;0,759427598;0,758714727;0,526981316;0,768366137;0,8017422566;
ES;3201605;Conceição da Barra;0,617512315;0,629943236;0,640674275;0,689532363;0,6910756804;
ES;3201704;Conceição do Castelo;0,668796983;0,681567831;0,492243683;0,691950928;0,6930312294;
ES;3201803;Divino de São Lourenço;0,602166536;0,59153253;0,585504838;0,627706502;0,6597003037;
ES;3201902;Domingos Martins;0,64803228;0,677087619;0,600508825;0,724396188;0,7335189567;
ES;3202009;Dores do Rio Preto;0,622010263;0,625235077;0,568502668;0,627862029;0,6472793188;
ES;3202108;Ecoporanga;0,617636789;0,603651876;0,703718518;0,660765881;0,6919645733;
ES;3202207;Fundão;0,657598413;0,746468258;0,509687322;0,683773581;0,6962020613;
ES;3202256;Governador Lindenberg;0,712192862;0,713225926;0,544032863;0,684421987;0,677278831;
ES;3202306;Guaçuí;0,598295145;0,640037838;0,638816158;0,652187916;0,6704942064;
ES;3202405;Guarapari;0,789374554;0,74238176;0,72963377;0,692646543;0,6874032211;
ES;3202454;Ibatiba;0,631041697;0,61999214;0,611051424;0,611680695;0,6700199508;
ES;3202504;Ibiraçu;0,743265903;0,762429528;0,707441167;0,687095437;0,7222415215;
ES;3202553;Ibitirama;0,595074688;0,574203335;0,626776742;0,613756638;0,642602556;
ES;3202603;Iconha;0,750325342;0,777782108;0,768873056;0,76513005;0,796369166;
ES;3202652;Irupi;0,62641614;0,628635626;0,473764166;0,61183397;0,6371374553;
ES;3202702;Itaguaçu;0,689145606;0,700934621;0,468339603;0,724131276;0,7546245391;
ES;3202801;Itapemirim;0,629156761;0,593976954;0,624835887;0,629956389;0,6935123097;
ES;3202900;Itarana;0,695132281;0,704604455;0,733111188;0,732818483;0,7282423198;
ES;3203007;Iúna;0,602234194;0,605891806;0,609005913;0,639845588;0,6584413949;
ES;3203056;Jaguaré;0,642614194;0,668858262;0,635777018;0,70122242;0,7027933315;
ES;3203106;Jerônimo Monteiro;0,576182149;0,653401258;0,655805329;0,678655897;0,6820630229;
ES;3203130;João Neiva;0,774376958;0,714450491;0,742375579;0,675710518;0,7567314976;
ES;3203163;Laranja da Terra;0,67157898;0,725736047;0,684290467;0,714135443;0,7040506292;
ES;3203205;Linhares;0,764059164;0,792301181;0,773351917;0,801961359;0,8181001064;
ES;3203304;Mantenópolis;0,620060976;0,593589157;0,607646868;0,654736353;0,6759809449;
ES;3203320;Marataízes;0,639323924;0,641191203;0,619111441;0,658422505;0,6602791177;
ES;3203346;Marechal Floriano;0,669297608;0,727703651;0,743483191;0,717681688;0,709032;
ES;3203353;Marilândia;0,674963171;0,63942024;0,652180303;0,68446457;0,7177587823;
ES;3203403;Mimoso do Sul;0,610007175;0,609957745;0,609843544;0,641035178;0,6649329621;
ES;3203502;Montanha;0,639476532;0,641840288;0,633918858;0,652896651;0,6626916066;
ES;3203601;Mucurici;0,549334544;0,572524566;0,580838668;0,627987912;0,6773142291;
ES;3203700;Muniz Freire;0,631522249;0,632147443;0,629913828;0,677253605;0,7025582332;
ES;3203809;Muqui;0,712479343;0,679690126;0,699252685;0,722271323;0,730272906;
ES;3203908;Nova Venécia;0,691511966;0,684019372;0,690260821;0,694508183;0,739178182;
ES;3204005;Pancas;0,675481573;0,646841522;0,682241464;0,678279021;0,6916599936;
ES;3204054;Pedro Canário;0,538544906;0,53748044;0,621461305;0,579153269;0,6242585445;
ES;3204104;Pinheiros;0,621169495;0,602990076;0,610329392;0,633418859;0,6371517741;
ES;3204203;Piúma;0,652698631;0,655999111;0,676047717;0,677198937;0,6907651304;
ES;3204252;Ponto Belo;0,549865836;0,623004141;0,630981976;0,647464641;0,6587767868;
ES;3204302;Presidente Kennedy;0,592544227;0,622269461;0,637212782;0,639905474;0,6627681118;
ES;3204351;Rio Bananal;0,675845867;0,691152297;0,710867934;0,760555446;0,6907841076;
ES;3204401;Rio Novo do Sul;0,671729849;0,66621265;0,6787246;0,673813503;0,6675352819;
ES;3204500;Santa Leopoldina;0,58429579;0,626144937;0,635359158;0,636797631;0,6758691815;
ES;3204559;Santa Maria de Jetibá;0,705663011;0,725715362;0,745762514;0,741885975;0,7728997017;
ES;3204609;Santa Teresa;0,719696511;0,7116728;0,720436697;0,72594364;0,7425265568;
ES;3204658;São Domingos do Norte;0,635860794;0,659600995;0,684983326;0,714002953;0,719893244;
ES;3204708;São Gabriel da Palha;0,675733482;0,699189594;0,726324899;0,727939211;0,7634493103;
ES;3204807;São José do Calçado;0,601894061;0,629229958;0,595737144;0,651163245;0,6525019709;
ES;3204906;São Mateus;0,790487264;0,788950435;0,793256959;0,729961237;0,7508555796;
ES;3204955;São Roque do Canaã;0,69795018;0,705795513;0,652317473;0,692661578;0,7328604345;
ES;3205002;Serra;0,819769025;0,813328891;0,827890805;0,798147554;0,8470007132;
ES;3205010;Sooretama;0,615344894;0,63809964;0,714694458;0,819834726;0,7306279661;
ES;3205036;Vargem Alta;0,673423173;0,646186328;0,654488233;0,664231564;0,683457377;
ES;3205069;Venda Nova do Imigrante;0,761125131;0,767410401;0,746416312;0,738838712;0,8016365216;
ES;3205101;Viana;0,680749443;0,656892516;0,695082069;0,705773236;0,7331839828;
ES;3205150;Vila Pavão;0,714368448;0,740364458;0,718038932;0,64671949;0,6578216273;
ES;3205176;Vila Valério;0,612571815;0,611376344;0,667415752;0,641724956;0,6877698527;
ES;3205200;Vila Velha;0,799247777;0,800219978;0,817855117;0,798558643;0,7988863542;
ES;3205309;Vitória;0,864154089;0,866866965;0,883885598;0,883762856;0,8927212344;
ES;3299919;Riacho;;;;;;
ES;3299929;Ponte do Itabapoana;;;;;;
GO;5200050;Abadia de Goiás;0,583128023;0,621408408;0,65140563;0,657264091;0,6924271403;
GO;5200100;Abadiânia;0,57987149;0,577436346;0,59341734;0,587958761;0,5991195453;
GO;5200134;Acreúna;0,626736904;0,6465331;0,723013086;0,694531286;0,7716774907;
GO;5200159;Adelândia;0,591197304;0,625548419;0,637352502;0,615199441;;
GO;5200175;Água Fria de Goiás;0,503149465;0,551552542;0,576883548;0,550350472;0,5669070416;
GO;5200209;Água Limpa;0,557048009;0,553599461;0,636594891;0,650095794;0,6464245317;
GO;5200258;Águas Lindas de Goiás;0,532010737;0,556251043;0,586698895;0,648022184;0,6169664;
GO;5200308;Alexânia;0,581713173;0,576821906;0,561484584;0,572922178;0,6641464718;
GO;5200506;Aloândia;0,640871049;0,631889105;0,639739823;0,639416002;0,6928335955;
GO;5200555;Alto Horizonte;0,736767666;0,749544756;0,780898811;0,724353586;0,7201858029;
GO;5200605;Alto Paraíso de Goiás;0,559542577;0,58173079;0,621710543;0,624463713;0,608217724;
GO;5200803;Alvorada do Norte;0,611307813;0,634760408;0,588695563;0,647666185;0,6551167004;
GO;5200829;Amaralina;0,629033221;0,658866662;0,599732827;0,61156207;0,5637363448;
GO;5200852;Americano do Brasil;0,680229517;0,715873782;0,653334169;0,701670953;0,7084108377;
GO;5200902;Amorinópolis;0,600716171;0,660565361;0,679649396;0,686506018;0,6895215397;
GO;5201108;Anápolis;0,77065315;0,77137928;0,786957601;0,786076376;0,800451002;
GO;5201207;Anhanguera;0,551213619;0,58527901;0,59803004;0,677450317;0,6523670205;
GO;5201306;Anicuns;0,662598468;0,763909858;0,701407562;0,713639903;0,6810677325;
GO;5201405;Aparecida de Goiânia;0,656784208;0,704517629;0,724227692;0,755897885;0,7585775425;
GO;5201454;Aparecida do Rio Doce;0,564212421;0,623192578;0,601641415;0,527360517;0,6300800943;
GO;5201504;Aporé;0,632384754;0,735356263;0,801659132;0,678914551;0,66464579;
GO;5201603;Araçu;0,551013049;0,602684528;0,588886208;0,637875583;0,6813404873;
GO;5201702;Aragarças;0,608320594;0,579523235;0,592032852;0,623127103;0,6068366293;
GO;5201801;Aragoiânia;0,561610292;0,606883598;0,595593404;0,661706777;0,6483684082;
GO;5202155;Araguapaz;0,587862457;0,601878486;0,634255046;0,604261585;0,6161521849;
GO;5202353;Arenópolis;0,66776437;0,593280895;0,58326169;0,644888606;0,7322747077;
GO;5202502;Aruanã;0,618010459;0,624373224;0,647452035;0,649816464;0,6435548986;
GO;5202601;Aurilândia;0,6414253;0,632419511;0,610429882;0,658401186;0,6391875069;
